elapsed,p10,p21,p31,p22,p32,t1,t2,p20,p30,pINJ,inj1,inj2,ign,lc
1693503299656588880,11.5535,0.95176,3.03424,1.14108,14.9612,28.5724,25.4531,3.25367,17.8533,5.90816,28.5467,31.0396,27.2201,-13.1237
1693503299725774633,11.5535,0.95176,3.03424,1.14108,14.9612,28.5724,25.4531,3.25367,17.8533,5.90816,28.5467,31.0396,27.2201,-13.1237
1693503299794881005,11.7428,0.95176,3.22356,0.857102,12.9734,28.6018,25.4044,4.2017,16.5261,7.42501,28.4201,31.3023,26.4684,-13.1869
1693503299863993606,11.7428,0.857102,3.98083,1.14108,13.4467,28.3196,25.0433,2.87446,18.2326,5.90816,28.4981,31.1467,27.0153,-12.9342
1693503299933183442,11.7428,0.857102,3.98083,1.14108,13.4467,28.3196,25.0433,2.87446,18.2326,5.90816,28.4981,31.1467,27.0153,-12.9342
1693503300002368654,11.7428,0.95176,2.37164,1.04642,13.4467,28.0859,25.8243,6.47697,14.5352,6.47697,28.7321,31.2245,26.7028,-13.4397
1693503300071555340,11.4588,1.04642,2.46629,1.14108,13.352,28.5532,25.6681,3.82249,16.6209,5.81335,28.4687,30.5725,26.5952,-13.3765
1693503300140742531,11.4588,1.04642,2.46629,1.14108,13.352,28.5532,25.6681,3.82249,16.6209,5.81335,28.4687,30.5725,26.5952,-13.3765
1693503300209937097,11.5535,1.14108,0.95176,1.04642,14.6772,28.3681,25.4044,2.68485,16.7157,7.42501,28.81,31.0689,27.3276,-12.6814
1693503300279151280,11.7428,1.04642,2.46629,1.14108,13.1627,27.6771,26.1953,4.58091,17.2845,3.82249,28.7807,30.8839,26.9077,-13.7557
1693503300348340348,11.7428,1.04642,2.46629,1.14108,13.1627,27.6771,26.1953,4.58091,17.2845,3.82249,28.7807,30.8839,26.9077,-13.7557
1693503300417529043,12.9734,1.04642,2.46629,1.33039,13.1627,28.4754,25.5901,4.48611,18.2326,5.62375,28.5761,30.9911,26.7809,-13.8189
1693503300486718246,11.7428,1.14108,2.46629,1.14108,13.2573,28.1153,25.7756,3.06406,17.9481,5.71855,27.6399,30.8354,26.5466,-12.9974
1693503300555905070,11.7428,1.14108,2.56095,1.14108,13.352,28.0272,25.8435,2.68485,17.9481,7.42501,28.7027,30.9617,26.3608,-13.1869
1693503300625087881,11.6482,1.14108,2.56095,1.14108,13.352,28.0272,25.8435,2.68485,17.9481,7.42501,28.7027,30.9617,26.3608,-13.1869
1693503300694193617,11.3642,1.04642,2.37164,1.14108,13.2573,27.8522,25.512,2.96926,17.8533,5.71855,28.4687,31.5842,26.6734,-13.1237
1693503300763274774,11.0802,0.95176,2.46629,1.33039,13.2573,28.4754,25.8243,2.68485,16.4313,7.1406,28.3421,30.8354,27.3276,-12.871
1693503300832462490,11.0802,0.95176,2.46629,1.33039,13.2573,28.4754,25.8243,2.68485,16.4313,7.1406,28.3421,30.8354,27.3276,-12.871
1693503300901652661,13.2573,0.857102,2.27698,1.14108,13.068,28.8162,26.322,4.2965,16.3365,5.81335,27.874,30.6797,27.2495,-13.5661
1693503300970726434,12.1214,1.14108,2.65561,1.23574,13.1627,28.1638,26.2146,3.91729,16.2417,5.33934,28.8292,30.5432,27.4249,-13.3765
1693503301039910955,12.1214,1.14108,2.65561,1.23574,13.1627,28.1638,26.2146,3.91729,16.2417,5.33934,28.8292,30.5432,27.4249,-13.3765
1693503301108984844,11.5535,0.95176,2.65561,1.14108,13.2573,27.8522,25.8243,4.48611,17.0001,5.81335,28.1861,30.7576,26.4684,-13.2501
1693503301178173787,11.7428,1.04642,1.51971,1.33039,13.1627,28.446,25.3263,3.25367,17.5689,5.62375,28.4687,31.7398,26.9077,-13.6293
1693503301247359968,11.7428,1.04642,1.51971,1.33039,13.1627,28.446,25.3263,3.25367,17.5689,5.62375,28.4687,31.7398,26.9077,-13.6293
1693503301316545181,11.6482,0.857102,4.17014,1.14108,13.2573,28.4754,26.2146,3.06406,17.1897,5.52894,28.1567,31.1952,27.2201,-13.1237
